,DATE,TIME,RESULT,TEMP,RAIN
0,2018/1/1,0:00,2962,2.3,0
1,2018/1/1,1:00,2797,1.5,0
2,2018/1/1,2:00,2669,1,0
3,2018/1/1,3:00,2586,1.2,0
4,2018/1/1,4:00,2543,0.6,0
5,2018/1/1,5:00,2570,1.9,0
6,2018/1/1,6:00,2712,1.6,0
7,2018/1/1,7:00,2880,1.5,0
8,2018/1/1,8:00,2860,2.7,0
9,2018/1/1,9:00,2842,5.5,0
10,2018/1/1,10:00,2778,8.1,0
11,2018/1/1,11:00,2638,10.8,0
12,2018/1/1,12:00,2541,12.2,0
13,2018/1/1,13:00,2475,12.3,0
14,2018/1/1,14:00,2458,12.4,0
15,2018/1/1,15:00,2495,11.7,0
16,2018/1/1,16:00,2725,10.5,0
17,2018/1/1,17:00,3033,9.3,0
18,2018/1/1,18:00,3116,8,0
19,2018/1/1,19:00,3128,7.3,0
20,2018/1/1,20:00,3132,6.7,0
21,2018/1/1,21:00,3094,6,0
22,2018/1/1,22:00,2972,5.9,0
23,2018/1/1,23:00,2833,5.3,0
24,2018/1/2,0:00,2625,3.8,0
25,2018/1/2,1:00,2495,5,0
26,2018/1/2,2:00,2434,5.6,0
27,2018/1/2,3:00,2394,5.8,0
28,2018/1/2,4:00,2382,5.3,0
29,2018/1/2,5:00,2436,4,0
30,2018/1/2,6:00,2603,1.3,0
31,2018/1/2,7:00,2805,3,0
32,2018/1/2,8:00,2967,5.6,0
33,2018/1/2,9:00,2939,7.3,0
34,2018/1/2,10:00,2828,8.2,0
35,2018/1/2,11:00,2718,9.1,0
36,2018/1/2,12:00,2643,10,0
37,2018/1/2,13:00,2588,10.1,0
38,2018/1/2,14:00,2570,9.9,0
39,2018/1/2,15:00,2619,9.1,0
40,2018/1/2,16:00,2859,8,0
41,2018/1/2,17:00,3181,7.6,0
42,2018/1/2,18:00,3272,4.9,0
43,2018/1/2,19:00,3287,3.9,0
44,2018/1/2,20:00,3283,4.1,0
45,2018/1/2,21:00,3220,4.8,0
46,2018/1/2,22:00,3084,4.3,0
47,2018/1/2,23:00,2936,4.7,0
48,2018/1/3,0:00,2727,4.9,0
49,2018/1/3,1:00,2581,5.2,0
50,2018/1/3,2:00,2495,4.9,0
51,2018/1/3,3:00,2447,4.5,0
52,2018/1/3,4:00,2433,3.8,0
53,2018/1/3,5:00,2487,3.7,0
54,2018/1/3,6:00,2667,2.9,0
55,2018/1/3,7:00,2893,3.1,0
56,2018/1/3,8:00,3119,3,0
57,2018/1/3,9:00,3145,4.5,0
58,2018/1/3,10:00,3060,6.3,0
59,2018/1/3,11:00,2964,7.7,0
60,2018/1/3,12:00,2899,7.5,0
61,2018/1/3,13:00,2848,7.9,0
62,2018/1/3,14:00,2839,7.6,0
63,2018/1/3,15:00,2898,7.3,0
64,2018/1/3,16:00,3174,6.4,0
65,2018/1/3,17:00,3533,5.4,0
66,2018/1/3,18:00,3625,4.7,0
67,2018/1/3,19:00,3630,4.2,0
68,2018/1/3,20:00,3602,3.6,0
69,2018/1/3,21:00,3500,3.3,0
70,2018/1/3,22:00,3293,3,0
71,2018/1/3,23:00,3093,3.7,0
72,2018/1/4,0:00,2843,3.8,0
73,2018/1/4,1:00,2697,4,0
74,2018/1/4,2:00,2624,2.5,0
75,2018/1/4,3:00,2578,1.1,0
76,2018/1/4,4:00,2597,2.2,0
77,2018/1/4,5:00,2746,1.5,0
78,2018/1/4,6:00,3103,0.5,0
79,2018/1/4,7:00,3432,0.6,0
80,2018/1/4,8:00,3679,3.4,0
81,2018/1/4,9:00,3684,5.6,0
82,2018/1/4,10:00,3552,7.3,0
83,2018/1/4,11:00,3454,8.4,0
84,2018/1/4,12:00,3348,8.6,0
85,2018/1/4,13:00,3314,9.1,0
86,2018/1/4,14:00,3289,8.7,0
87,2018/1/4,15:00,3341,8.2,0
88,2018/1/4,16:00,3605,7.1,0
89,2018/1/4,17:00,3919,5.9,0
90,2018/1/4,18:00,3982,5.6,0
91,2018/1/4,19:00,3958,4.5,0
92,2018/1/4,20:00,3908,4.2,0
93,2018/1/4,21:00,3762,4.3,0
94,2018/1/4,22:00,3534,3,0
95,2018/1/4,23:00,3293,2.5,0
96,2018/1/5,0:00,3006,2.9,0
97,2018/1/5,1:00,2834,3,0
98,2018/1/5,2:00,2753,3.6,0
99,2018/1/5,3:00,2690,2.3,0
100,2018/1/5,4:00,2706,2.2,0
101,2018/1/5,5:00,2885,2.3,0
102,2018/1/5,6:00,3336,2.5,0
103,2018/1/5,7:00,3762,2.3,0
104,2018/1/5,8:00,4186,2.8,0
105,2018/1/5,9:00,4415,3.5,0
106,2018/1/5,10:00,4346,4.2,0
107,2018/1/5,11:00,4307,5.2,0
108,2018/1/5,12:00,4170,5.5,0
109,2018/1/5,13:00,4163,5.6,0
110,2018/1/5,14:00,4132,5.5,0
111,2018/1/5,15:00,4123,5.5,0
112,2018/1/5,16:00,4297,5.2,0
113,2018/1/5,17:00,4412,4.9,0
114,2018/1/5,18:00,4354,4.7,0
115,2018/1/5,19:00,4254,4.2,0
116,2018/1/5,20:00,4138,4.5,0
117,2018/1/5,21:00,3979,3.6,0
118,2018/1/5,22:00,3790,2.8,0
119,2018/1/5,23:00,3580,1.7,0
120,2018/1/6,0:00,3293,0.9,0
121,2018/1/6,1:00,3120,1.6,0
122,2018/1/6,2:00,3006,1.7,0
123,2018/1/6,3:00,2940,0.1,0
124,2018/1/6,4:00,2932,0.8,0
125,2018/1/6,5:00,3033,-0.6,0
126,2018/1/6,6:00,3343,-1.3,0
127,2018/1/6,7:00,3664,-1.1,0
128,2018/1/6,8:00,4018,0.2,0
129,2018/1/6,9:00,4068,4.4,0
130,2018/1/6,10:00,3898,7.1,0
131,2018/1/6,11:00,3726,8.2,0
132,2018/1/6,12:00,3551,8.8,0
133,2018/1/6,13:00,3511,9.9,0
134,2018/1/6,14:00,3479,9.9,0
135,2018/1/6,15:00,3489,9.2,0
136,2018/1/6,16:00,3698,9.2,0
137,2018/1/6,17:00,3987,6.4,0
138,2018/1/6,18:00,4030,5.4,0
139,2018/1/6,19:00,3982,4.7,0
140,2018/1/6,20:00,3907,6.6,0
141,2018/1/6,21:00,3748,6.2,0
142,2018/1/6,22:00,3552,5.2,0
143,2018/1/6,23:00,3362,4.6,0
144,2018/1/7,0:00,3109,4.3,0
145,2018/1/7,1:00,2962,4.9,0
146,2018/1/7,2:00,2859,4.6,0
147,2018/1/7,3:00,2792,3.5,0
148,2018/1/7,4:00,2771,2.3,0
149,2018/1/7,5:00,2827,2,0
150,2018/1/7,6:00,3009,2.7,0
151,2018/1/7,7:00,3235,3.6,0
152,2018/1/7,8:00,3436,4.1,0
153,2018/1/7,9:00,3474,6.7,0
154,2018/1/7,10:00,3369,8.3,0
155,2018/1/7,11:00,3260,9.7,0
156,2018/1/7,12:00,3164,10.2,0
157,2018/1/7,13:00,3103,11.2,0
158,2018/1/7,14:00,3057,11.1,0
159,2018/1/7,15:00,3101,10.4,0
160,2018/1/7,16:00,3348,9.3,0
161,2018/1/7,17:00,3724,6.5,0
162,2018/1/7,18:00,3823,6.5,0
163,2018/1/7,19:00,3804,6.4,0
164,2018/1/7,20:00,3735,5.7,0
165,2018/1/7,21:00,3611,6.3,0
166,2018/1/7,22:00,3401,5.3,0
167,2018/1/7,23:00,3208,4.6,0
168,2018/1/8,0:00,2965,4.5,0
169,2018/1/8,1:00,2828,4.6,0
170,2018/1/8,2:00,2748,4.7,0
171,2018/1/8,3:00,2691,4.2,0
172,2018/1/8,4:00,2688,3.7,0
173,2018/1/8,5:00,2768,4.2,0
174,2018/1/8,6:00,3025,3.7,0
175,2018/1/8,7:00,3344,3.5,0
176,2018/1/8,8:00,3758,4.2,0
177,2018/1/8,9:00,4053,5,0
178,2018/1/8,10:00,4059,5.2,0
179,2018/1/8,11:00,3949,6,0
180,2018/1/8,12:00,3732,8.3,0
181,2018/1/8,13:00,3902,8.8,0
182,2018/1/8,14:00,3848,6.2,0
183,2018/1/8,15:00,3889,7.8,0
184,2018/1/8,16:00,4054,8.9,0
185,2018/1/8,17:00,4205,7.3,0.5
186,2018/1/8,18:00,4206,7.5,1
187,2018/1/8,19:00,4107,5.8,0.5
188,2018/1/8,20:00,4011,5.1,1
189,2018/1/8,21:00,3832,4.3,1.5
190,2018/1/8,22:00,3589,4.2,1.5
191,2018/1/8,23:00,3327,4.1,1
192,2018/1/9,0:00,3036,3.9,1
193,2018/1/9,1:00,2888,4.2,0.5
194,2018/1/9,2:00,2817,4.4,0.5
195,2018/1/9,3:00,2774,4.6,0
196,2018/1/9,4:00,2801,4.9,0.5
197,2018/1/9,5:00,2988,5.1,0
198,2018/1/9,6:00,3434,5.1,0
199,2018/1/9,7:00,3816,5.5,0
200,2018/1/9,8:00,4187,7.6,0
201,2018/1/9,9:00,4352,9.4,0
202,2018/1/9,10:00,4247,12.2,0
203,2018/1/9,11:00,4060,9,0
204,2018/1/9,12:00,3755,11.9,0
205,2018/1/9,13:00,3803,15.7,0
206,2018/1/9,14:00,3747,14.5,0
207,2018/1/9,15:00,3757,13.8,0
208,2018/1/9,16:00,3970,12.9,0
209,2018/1/9,17:00,4202,11.5,0
210,2018/1/9,18:00,4210,10.1,0
211,2018/1/9,19:00,4118,9.6,0
212,2018/1/9,20:00,4009,8.5,0
213,2018/1/9,21:00,3858,8.7,0
214,2018/1/9,22:00,3671,6.1,0
215,2018/1/9,23:00,3428,3.6,0
216,2018/1/10,0:00,3138,5.1,0
217,2018/1/10,1:00,2999,6.4,0
218,2018/1/10,2:00,2942,5.4,0
219,2018/1/10,3:00,2919,5.3,0
220,2018/1/10,4:00,2948,5.2,0
221,2018/1/10,5:00,3157,4.9,0
222,2018/1/10,6:00,3647,4.2,0
223,2018/1/10,7:00,3969,3.8,0
224,2018/1/10,8:00,4188,5.1,0
225,2018/1/10,9:00,4242,7.1,0
226,2018/1/10,10:00,4104,8.7,0
227,2018/1/10,11:00,4003,10.3,0
228,2018/1/10,12:00,3788,10.7,0
229,2018/1/10,13:00,3884,10.8,0
230,2018/1/10,14:00,3882,10.2,0
231,2018/1/10,15:00,3902,9.7,0
232,2018/1/10,16:00,4116,9.3,0
233,2018/1/10,17:00,4359,8.5,0
234,2018/1/10,18:00,4349,8.3,0
235,2018/1/10,19:00,4260,8.2,0
236,2018/1/10,20:00,4140,8,0
237,2018/1/10,21:00,3959,7.7,0
238,2018/1/10,22:00,3754,6.9,0
239,2018/1/10,23:00,3512,7.5,0
240,2018/1/11,0:00,3213,7.4,0
241,2018/1/11,1:00,3073,5.2,0
242,2018/1/11,2:00,3015,4.7,0
243,2018/1/11,3:00,2986,4.4,0
244,2018/1/11,4:00,3025,3.9,0
245,2018/1/11,5:00,3246,3,0
246,2018/1/11,6:00,3746,2.9,0
247,2018/1/11,7:00,4084,1.8,0
248,2018/1/11,8:00,4295,3.6,0
249,2018/1/11,9:00,4343,5.5,0
250,2018/1/11,10:00,4205,7.4,0
251,2018/1/11,11:00,4098,8.6,0
252,2018/1/11,12:00,3867,8.6,0
253,2018/1/11,13:00,3942,10,0
254,2018/1/11,14:00,3938,9.7,0
255,2018/1/11,15:00,3983,8.6,0
256,2018/1/11,16:00,4251,8.7,0
257,2018/1/11,17:00,4560,6.8,0
258,2018/1/11,18:00,4588,6,0
